06/02/2023 00:26:56, 127.0.0.1, /pages/testing
06/02/2023 00:27:04, 127.0.0.1, /pages/logs.csv
06/02/2023 00:28:40, 127.0.0.1, /caralhoooooo
06/02/2023 00:26:56, 127.0.0.1, /pages/testing
06/02/2023 00:27:04, 127.0.0.1, /pages/logs.csv
06/02/2023 00:28:40, 127.0.0.1, /caralhoooooo
06/02/2023 00:29:15, 127.0.0.1, /pages/logs.csv
06/02/2023 00:30:33, 127.0.0.1, /pages/logs.csv
06/02/2023 00:30:50, 127.0.0.1, /pages/logs.csv
06/02/2023 00:35:39, 127.0.0.1, /pages/logs.csv
06/02/2023 00:42:24, 127.0.0.1, /pages/logs.csv
06/02/2023 00:42:36, 127.0.0.1, /pages/logs.csv
06/02/2023 00:44:55, 127.0.0.1, /pages/logs.csv
06/02/2023 00:44:59, 127.0.0.1, /pages/logs.csv
06/02/2023 00:45:14, 127.0.0.1, /pages/bct
06/02/2023 00:46:26, 127.0.0.1, /pages/bct
06/02/2023 00:46:30, 127.0.0.1, /pages/logs.csv
06/02/2023 00:46:56, 127.0.0.1, /pages/logs.csv
06/02/2023 00:47:28, 127.0.0.1, /pages/logs.csv
